64
252 2628 1711 633 2574 3889 426 2152 3066 1229 3835 3100 1608 2296 206 3721 3551 82 2308 479 3223 4086 3275 3612 3932 359 2008 3259 3323 649 2372 3466 3980 966 1024 1689 2684 1617 3319 334 1846 3207 191 1686 622 3697 2810 3126 1034 1126 2383 1343 2989 2510 1025 1952 3041 2561 1577 2261 3551 2381 3988 958 
2046 3095 2619 2442 183 3609 3419 4050 2129 3017 2097 3522 813 4058 3668 2674 3760 1755 4014 3667 2760 2814 1560 2500 541 2548 657 708 2774 1779 1051 3010 2565 2777 563 1425 944 1130 1259 3703 381 2741 1189 101 2553 918 2926 64 645 84 500 93 1501 618 550 2060 2374 2659 2407 587 2644 734 1134 1436 
3925 2482 3773 1777 1118 2346 4027 2499 3823 881 3952 3905 581 521 3293 1702 3645 2933 4086 163 736 247 317 2044 655 1652 252 303 3276 1651 2079 846 2978 1092 3243 3054 3507 3645 991 56 1756 544 3046 3356 390 1432 1845 2214 2700 1250 903 1641 452 2441 1651 279 2348 2889 2470 2867 3251 3349 195 2269 
3233 2101 724 1228 1187 1927 363 603 2423 1253 1881 3770 1840 2727 2314 837 2599 2879 123 2801 3198 259 3802 3298 594 2056 3513 3611 3709 1065 2542 3149 2564 1319 521 976 2084 2794 626 687 244 3046 2335 2781 3255 3993 2800 1414 2496 3888 1191 2433 1794 3658 391 1761 3379 3540 392 2475 157 2835 2355 1442 
1409 3264 1312 3389 296 77 2826 1466 391 2374 652 2635 1422 1235 3963 111 13 857 2015 3932 3907 2625 3982 3224 773 4048 871 4007 2952 821 3624 3807 2763 674 237 1879 675 402 2374 510 2404 296 3827 1992 3881 3256 830 1794 3521 3167 3061 3015 3382 4044 1027 3467 1787 802 2986 980 433 4086 608 1033 
3990 3187 1091 2659 2443 2717 1337 0 192 2482 936 22 254 2988 3279 3652 3472 228 3263 4 719 3025 1018 2877 1609 3821 3238 3061 3981 1720 2414 804 918 470 2038 164 3282 2387 248 2628 2509 2823 0 507 3199 2069 3264 3385 1070 2445 17 3929 3073 3377 3719 2355 2083 3157 687 4047 2960 3807 232 3124 
127 3182 3803 1630 3436 3480 2200 3405 193 3915 3406 3642 3360 2644 3495 3301 80 254 1470 3849 3777 1235 3262 3313 3517 1662 1048 2340 1582 464 96 316 2566 2017 1477 2517 1614 2383 555 1952 3023 674 3815 1943 2135 3280 1046 2123 2728 987 1946 1625 2819 1432 434 3579 588 2700 309 954 2522 2799 2411 1602 
3549 466 904 2894 3180 92 3526 2498 2859 816 542 727 3478 3051 3746 3184 1516 201 2426 3724 2746 1127 2681 1493 2818 1955 1115 3413 2825 1951 1949 328 954 2533 2297 3340 3770 2212 1405 1588 2313 281 3655 1725 1617 1545 1503 2136 3791 2154 2353 742 475 2081 3621 2 1813 3814 477 1463 2094 1861 138 2642 
3408 445 235 851 1579 2571 3428 381 2461 3713 1207 3085 1533 2959 3169 3335 3077 3427 3731 171 3673 2477 3531 2567 4024 891 2063 3750 2494 2884 966 2918 1619 3328 51 1127 1460 3700 911 544 2844 3980 193 3467 2574 3808 3772 3456 3650 1113 2933 1824 2090 1005 1152 872 2079 2693 3910 3045 557 1792 2789 134 
1144 337 1444 2189 2633 452 17 160 1465 2654 1978 2044 2552 1121 900 3785 58 1006 2987 1928 320 965 1878 3496 3454 2857 2518 824 3566 4063 2427 1976 1905 1620 2579 2568 2781 478 1280 1922 2983 1819 2293 2595 1838 630 2893 2020 1698 1224 1287 1319 1423 2074 1378 3149 1802 3721 1041 3172 886 3394 3355 254 
2291 1453 83 1309 2149 3751 3694 842 2332 4071 3526 1220 3365 386 170 470 44 393 1887 1345 2828 464 1976 1241 1525 4042 1101 300 825 2192 3419 3676 3251 2816 1336 2062 3540 2562 625 635 1100 230 2434 2724 337 3049 2097 1954 1422 1751 3207 3867 427 970 364 3793 1397 3088 2782 3412 1963 3370 3021 984 
100 1009 3991 801 31 2004 283 1434 3433 2108 2428 134 805 3600 116 1614 2427 852 2130 3064 864 748 3986 953 2749 639 535 3745 1343 2167 1031 1908 3002 36 67 2201 3642 3584 1153 3884 3752 1549 1289 3374 3094 1627 520 3292 2215 1958 2196 1821 1054 1563 2365 3860 1281 1083 3660 1238 2665 2521 2971 309 
105 317 528 3259 281 1131 184 946 3134 3197 3452 2400 3991 1325 3970 3153 2503 1647 1314 3532 474 1595 3971 3687 3445 1128 3538 439 3999 692 542 2847 2598 2784 2515 1481 2991 1272 978 2483 1118 4017 3625 4065 2846 3307 1396 1969 3469 1109 4047 3915 1159 3631 3446 310 1870 2091 2300 2312 1875 1645 292 310 
3747 690 1632 3081 2801 2956 1508 2482 3900 1483 3173 3444 1564 504 2675 1023 3759 2043 1136 3293 3610 2780 2092 2309 4030 1702 543 142 3577 2663 3137 381 3478 85 138 2495 1490 1547 2305 3634 3852 1776 1923 221 520 2744 3859 2112 479 2564 2264 2503 2695 2853 3767 2392 3579 2302 1421 11 2567 1543 265 3065 
178 3438 2853 2861 3399 1112 2367 952 2 3397 2264 2785 2644 3985 3560 3449 1491 1302 3291 2891 4034 4079 2604 1970 824 2648 2461 326 3055 689 1808 686 2987 1441 773 3737 3140 2135 3249 2248 2130 1260 951 3651 1141 2788 2949 3755 830 1492 2638 2223 3518 3101 3487 2969 2729 2006 3745 0 3621 3016 4074 2464 
3125 1682 3839 1094 1981 1517 874 3557 2097 3082 1396 4039 4062 2328 1664 2269 3285 2786 1284 2871 3695 1172 1572 3727 2434 158 3821 2559 1311 3761 1835 1747 2564 4070 4071 3705 3749 766 1920 1429 2514 708 1380 1585 1540 2191 1900 2834 3914 1251 2770 3621 1483 55 2767 3096 3831 1490 3797 3846 3919 2767 614 586 
1741 831 144 373 2544 1901 3333 1114 360 2876 1243 2630 2651 2477 220 1613 338 1661 907 3775 452 2027 3252 442 1084 2711 3246 217 1321 390 305 1546 3650 1090 1486 894 3220 3359 527 185 3369 2456 3883 1737 2647 3799 3942 3475 930 1107 259 3144 2639 1684 1767 3831 3206 1042 204 829 2338 1595 3358 3607 
1561 2196 3701 3288 899 4087 3760 822 1353 1018 2474 2174 3435 3184 2460 1512 237 1289 3855 2053 351 2325 3708 1364 1288 2406 3458 3061 1966 3666 2498 2165 3589 2007 858 1991 1458 3546 1277 1620 3066 648 940 3625 1292 2269 19 1615 3559 323 898 1336 745 3666 646 2133 1270 950 3876 709 1857 302 1201 1319 
4026 2993 1873 144 1044 1707 266 1688 3441 3941 1668 2191 3245 3202 3423 1998 2372 933 3633 2343 1249 1840 3099 3454 3460 3624 3078 369 2126 2100 1407 1587 3820 4036 1837 1398 2462 3151 2283 646 4067 1716 1414 2675 2499 450 1556 1383 3000 2259 2287 2838 1850 1683 3661 3154 2534 1502 1149 958 1354 3783 3520 3995 
2383 438 2498 1726 2884 681 3252 2722 899 1691 3591 2202 3010 1281 2246 3103 2040 3953 1936 1095 1001 350 1585 3671 3920 2558 733 1903 681 588 2312 1891 1688 297 4069 1707 2041 3998 1656 368 645 3900 1882 2502 3101 1189 3593 2809 2742 2083 2025 0 3810 3701 2779 3855 3319 2987 2937 3144 3806 551 3307 1425 
2170 4035 1129 2432 2226 2833 2637 2931 285 701 723 1725 3657 271 2161 763 2728 1421 461 2948 1560 1725 3424 3070 3086 3592 3237 1038 606 4027 2301 1063 2729 294 3106 1412 99 3815 1606 3888 3455 1345 3015 2626 4026 3237 1169 1831 2177 3155 1809 1560 384 1306 2258 1194 4040 1595 3765 644 3996 3692 1745 3882 
729 2808 1509 760 3071 1795 630 1323 4064 3308 1930 282 2019 3019 2303 3202 3829 793 904 254 782 1647 581 2709 1371 2919 1023 3438 781 927 2557 1182 190 1244 2693 3106 635 330 242 2024 2674 482 1390 2568 2105 1252 1613 2576 696 644 3335 3964 1717 2465 2255 325 1019 1712 2260 3216 805 1719 19 1159 
3596 2166 3287 3397 1227 3488 3535 1003 2411 3654 3786 1488 3120 85 1809 2261 639 1334 864 1749 618 3987 1411 3643 3290 826 906 2479 88 281 169 233 3704 361 2478 1190 3554 3560 3871 1975 766 3646 1775 1846 2363 2177 4061 980 1788 2004 106 3662 1569 2858 2933 2302 2861 3625 1140 142 1305 3625 3409 3527 
4020 3419 2014 647 693 1542 1271 977 1887 4077 2867 767 3791 2509 3910 2066 741 2306 2038 3882 3021 329 1976 2833 1065 1696 1511 3825 1501 2890 416 294 2422 3055 2108 2350 567 3040 2411 2749 194 887 746 4077 1632 668 3552 1171 749 2405 2011 1197 1891 2261 354 4087 1793 3525 3126 1180 279 2017 810 778 
3441 3785 1436 3294 1374 1879 143 255 859 2816 3942 1735 865 851 3647 2651 3528 2975 2026 3099 1750 2738 2437 1333 3305 1723 1461 852 3900 1361 387 3446 1881 2445 1232 988 3867 593 2167 3354 3423 2732 3069 590 839 3670 3319 3181 1066 1109 2553 1209 540 451 2870 2639 2325 1702 2745 3804 704 1791 1599 3184 
3298 478 1198 1643 3173 2226 2358 1939 1793 2207 3587 3912 3462 2056 156 4047 200 2604 2523 4042 2854 2796 2953 200 2233 1194 3478 3321 2070 590 1265 3578 3521 3938 3594 3791 1070 2141 1250 2798 628 3325 1227 3192 913 1741 2498 2947 2132 1478 3429 146 3563 1298 2450 3110 777 2540 2718 1389 1459 3746 2863 537 
936 3004 951 2380 1899 311 1933 943 3054 490 2473 2722 221 778 764 2189 2436 457 1130 3157 93 281 3685 491 2362 398 2087 510 3083 1377 140 2769 589 656 649 1063 272 1315 1869 90 2467 906 4082 3211 2781 1827 224 499 3338 2775 2239 2648 625 484 3350 2460 1663 2229 1669 3696 1426 493 1691 3109 
1891 386 341 4003 1552 2054 1076 370 3013 2 1274 1781 263 3963 512 1208 1436 3990 3639 990 3611 3159 697 3261 12 3717 11 2181 1723 426 2290 3099 2718 2102 238 3588 1376 4035 2135 2428 3209 1908 19 167 3276 2678 3826 4063 4078 168 678 1068 1870 1879 1634 1745 1301 1058 2317 3 3578 1021 3363 693 
